ticket_id,restaurant_id,ticket_date,category,resolution_hours,satisfaction_score
T-001528,R-0507,2025-11-30,Billing,19.3,2
T-001529,R-0507,2025-11-06,Onboarding,0.5,4
T-001530,R-0509,2026-07-08,Technical,3.9,4
T-001531,R-0510,2025-04-22,Technical,19.9,4
T-001532,R-0510,2025-04-11,Billing,4.5,5
T-001533,R-0510,2025-07-15,Payments,16.4,4
T-001534,R-0510,2025-07-01,Onboarding,3.9,4
T-001535,R-0510,2025-09-11,Payments,5.6,4
T-001536,R-0510,2025-11-10,Technical,3.1,5
T-001537,R-0510,2025-11-07,Technical,3.8,4
T-001538,R-0510,2025-11-25,Onboarding,12.6,3
T-001539,R-0510,2026-01-01,Technical,9.1,4
T-001540,R-0510,2026-02-14,Billing,9.3,3
T-001541,R-0511,2026-08-26,Onboarding,7.8,5
T-001542,R-0511,2026-08-19,Technical,10.6,5
T-001543,R-0512,2025-09-29,Menu,14.3,4
T-001544,R-0512,2025-10-16,Onboarding,15.6,3
T-001545,R-0512,2025-11-03,Billing,9.6,5
T-001546,R-0512,2025-12-24,Menu,15.1,5
T-001547,R-0512,2026-02-05,Onboarding,11.1,3
T-001548,R-0512,2026-03-13,Billing,5.2,4
T-001549,R-0512,2026-03-17,Technical,24.1,5
T-001550,R-0512,2026-06-08,Billing,18.2,3
T-001551,R-0513,2025-07-23,Onboarding,4.1,5
T-001552,R-0513,2025-09-21,Payments,16.6,5
T-001553,R-0513,2025-10-08,Onboarding,11.8,3
T-001554,R-0513,2025-10-12,Technical,11.0,4
T-001555,R-0513,2025-11-30,Technical,25.1,5
T-001556,R-0513,2025-11-13,Technical,13.5,5
T-001557,R-0513,2025-12-03,Billing,23.7,1
T-001558,R-0513,2025-12-10,Billing,5.5,5
T-001559,R-0513,2026-01-03,Menu,17.1,3
T-001560,R-0513,2026-03-17,Billing,4.6,4
T-001561,R-0513,2026-06-26,Technical,5.5,4
T-001562,R-0513,2026-07-09,Technical,17.7,4
T-001563,R-0513,2026-08-14,Menu,32.1,1
T-001564,R-0513,2026-08-08,Billing,9.6,4
T-001565,R-0514,2025-10-23,Menu,0.9,1
T-001566,R-0514,2026-01-21,Payments,10.2,3
T-001567,R-0514,2026-02-01,Technical,9.4,3
T-001568,R-0514,2026-02-23,Billing,11.6,3
T-001569,R-0514,2026-03-23,Payments,2.1,4
T-001570,R-0515,2025-12-12,Payments,29.1,3
T-001571,R-0515,2026-03-16,Payments,5.1,1
T-001572,R-0515,2026-03-27,Billing,14.0,3
T-001573,R-0515,2026-04-15,Billing,15.4,5
T-001574,R-0515,2026-04-25,Technical,24.9,5
T-001575,R-0515,2026-05-15,Payments,26.6,5
T-001576,R-0515,2026-05-23,Technical,6.9,3
T-001577,R-0515,2026-05-16,Menu,32.1,1
T-001578,R-0515,2026-06-13,Onboarding,10.2,2
T-001579,R-0515,2026-07-04,Technical,17.6,4
T-001580,R-0515,2026-07-01,Menu,15.6,5
T-001581,R-0515,2026-08-30,Technical,16.2,5
T-001582,R-0516,2026-04-28,Onboarding,9.5,3
T-001583,R-0516,2026-05-22,Technical,2.0,4
T-001584,R-0516,2026-08-23,Technical,8.4,4
T-001585,R-0517,2026-08-10,Billing,8.6,4
T-001586,R-0518,2025-12-30,Technical,9.0,4
T-001587,R-0519,2025-05-22,Technical,4.6,1
T-001588,R-0519,2025-07-01,Payments,9.3,5
T-001589,R-0519,2025-09-18,Billing,17.1,3
T-001590,R-0519,2025-09-27,Billing,32.7,4
T-001591,R-0519,2025-12-21,Menu,19.1,3
T-001592,R-0519,2026-02-13,Menu,7.0,5
T-001593,R-0519,2026-02-05,Billing,13.0,5
T-001594,R-0519,2026-03-22,Onboarding,17.9,5
T-001595,R-0519,2026-03-11,Onboarding,19.0,3
T-001596,R-0519,2026-03-29,Billing,7.0,4
T-001597,R-0519,2026-06-18,Menu,20.1,4
T-001598,R-0519,2026-07-21,Technical,20.8,5
T-001599,R-0523,2025-04-28,Onboarding,4.0,5
T-001600,R-0524,2026-03-29,Payments,10.2,5
T-001601,R-0525,2025-02-06,Technical,6.1,4
T-001602,R-0525,2025-04-28,Technical,4.7,4
T-001603,R-0525,2025-07-21,Billing,23.7,3
T-001604,R-0525,2025-10-17,Billing,12.0,5
T-001605,R-0525,2025-11-28,Technical,9.8,5
T-001606,R-0525,2026-02-18,Onboarding,8.2,5
T-001607,R-0525,2026-02-11,Technical,20.2,5
T-001608,R-0525,2026-06-09,Technical,1.9,4
T-001609,R-0525,2026-06-28,Billing,3.4,4
T-001610,R-0526,2025-06-30,Technical,10.8,4
T-001611,R-0526,2025-09-04,Technical,4.3,3
T-001612,R-0526,2025-10-01,Onboarding,14.1,5
T-001613,R-0526,2025-10-25,Menu,30.6,5
T-001614,R-0526,2025-10-10,Billing,62.8,5
T-001615,R-0527,2026-01-22,Onboarding,6.4,5
T-001616,R-0527,2026-02-12,Payments,22.3,4
T-001617,R-0527,2026-03-05,Onboarding,4.5,3
T-001618,R-0527,2026-03-03,Technical,6.7,4
T-001619,R-0527,2026-05-16,Payments,14.9,5
T-001620,R-0528,2026-05-25,Menu,22.6,5
T-001621,R-0528,2026-05-14,Menu,3.0,4
T-001622,R-0528,2026-05-09,Onboarding,5.9,3
T-001623,R-0528,2026-06-12,Technical,7.9,3
T-001624,R-0528,2026-07-02,Onboarding,7.3,3
T-001625,R-0528,2026-08-31,Technical,6.6,3
T-001626,R-0529,2025-11-01,Technical,31.2,4
T-001627,R-0529,2026-01-27,Technical,8.1,5
T-001628,R-0529,2026-04-28,Menu,9.0,3
T-001629,R-0529,2026-07-13,Technical,5.9,2
T-001630,R-0529,2026-08-18,Billing,12.5,5
T-001631,R-0530,2025-08-27,Onboarding,9.8,3
T-001632,R-0530,2025-09-14,Billing,5.9,5
T-001633,R-0530,2026-01-30,Menu,3.7,4
T-001634,R-0530,2026-03-29,Billing,6.6,4
T-001635,R-0530,2026-07-10,Billing,2.9,4
T-001636,R-0531,2025-03-15,Payments,40.1,4
T-001637,R-0531,2026-06-05,Technical,4.0,2
T-001638,R-0532,2026-08-24,Payments,9.7,4
T-001639,R-0533,2026-04-19,Menu,1.9,3
T-001640,R-0533,2026-05-17,Technical,3.9,5
T-001641,R-0534,2025-09-29,Billing,8.5,3
T-001642,R-0534,2025-09-30,Menu,19.2,4
T-001643,R-0534,2025-10-31,Technical,18.7,5
T-001644,R-0534,2025-12-07,Onboarding,25.4,3
T-001645,R-0535,2025-08-25,Technical,3.5,4
T-001646,R-0535,2025-11-10,Billing,20.6,2
T-001647,R-0535,2025-12-18,Technical,4.5,4
T-001648,R-0536,2025-06-30,Billing,1.8,5
T-001649,R-0536,2026-01-19,Billing,5.7,3
T-001650,R-0536,2026-03-30,Technical,4.7,2
T-001651,R-0537,2026-08-29,Billing,2.9,5
T-001652,R-0539,2026-01-28,Billing,7.6,5
T-001653,R-0539,2026-06-26,Onboarding,13.2,5
T-001654,R-0541,2026-01-22,Billing,4.9,5
T-001655,R-0541,2026-01-29,Technical,2.8,5
T-001656,R-0541,2026-01-14,Technical,16.8,5
T-001657,R-0541,2026-01-20,Billing,12.8,3
T-001658,R-0541,2026-02-04,Technical,26.6,3
T-001659,R-0541,2026-02-20,Billing,5.9,5
T-001660,R-0541,2026-03-13,Onboarding,10.2,3
T-001661,R-0541,2026-04-07,Onboarding,8.9,5
T-001662,R-0541,2026-05-08,Billing,8.5,4
T-001663,R-0541,2026-06-10,Payments,12.4,5
T-001664,R-0541,2026-06-12,Menu,3.8,1
T-001665,R-0541,2026-08-07,Technical,9.3,4
T-001666,R-0541,2026-08-27,Menu,1.4,3
T-001667,R-0542,2026-05-31,Billing,23.0,2
T-001668,R-0542,2026-05-30,Technical,10.0,2
T-001669,R-0544,2026-06-01,Technical,6.0,3
T-001670,R-0544,2026-07-19,Onboarding,4.9,5
T-001671,R-0544,2026-08-26,Billing,11.1,3
T-001672,R-0544,2026-08-13,Onboarding,18.8,4
T-001673,R-0545,2025-05-18,Technical,13.7,1
T-001674,R-0545,2025-07-03,Onboarding,21.7,4
T-001675,R-0546,2026-06-18,Menu,35.0,5
T-001676,R-0546,2026-06-30,Payments,26.2,2
T-001677,R-0546,2026-06-22,Billing,5.0,3
T-001678,R-0546,2026-08-13,Billing,9.8,4
T-001679,R-0547,2025-10-11,Menu,7.4,2
T-001680,R-0547,2025-10-22,Onboarding,11.6,5
T-001681,R-0547,2026-02-11,Technical,6.5,5
T-001682,R-0547,2026-06-13,Onboarding,17.3,5
T-001683,R-0547,2026-08-31,Billing,8.2,4
T-001684,R-0548,2025-11-23,Billing,1.8,4
T-001685,R-0548,2025-11-21,Technical,28.0,4
T-001686,R-0548,2026-01-29,Technical,14.2,5
T-001687,R-0548,2026-02-15,Payments,9.6,5
T-001688,R-0548,2026-04-13,Technical,9.6,5
T-001689,R-0548,2026-04-16,Technical,34.5,3
T-001690,R-0548,2026-05-07,Payments,2.9,3
T-001691,R-0548,2026-06-03,Payments,12.6,3
T-001692,R-0548,2026-06-28,Technical,4.1,4
T-001693,R-0548,2026-08-16,Onboarding,18.5,4
T-001694,R-0548,2026-08-12,Billing,22.1,3
T-001695,R-0548,2026-08-09,Billing,3.1,4
T-001696,R-0549,2025-05-20,Billing,2.9,5
T-001697,R-0549,2026-02-23,Technical,34.1,4
T-001698,R-0549,2026-02-19,Menu,24.0,5
T-001699,R-0549,2026-08-03,Onboarding,3.1,5
T-001700,R-0550,2025-02-03,Billing,21.2,3
T-001701,R-0550,2025-03-14,Technical,14.1,5
T-001702,R-0550,2025-04-09,Menu,1.3,4
T-001703,R-0550,2025-05-26,Technical,5.6,5
T-001704,R-0550,2025-06-09,Technical,20.2,4
T-001705,R-0550,2025-06-18,Payments,14.4,4
T-001706,R-0550,2025-07-12,Menu,1.7,4
T-001707,R-0550,2025-09-19,Technical,1.4,2
T-001708,R-0550,2025-10-30,Billing,5.1,4
T-001709,R-0550,2025-11-10,Technical,10.0,5
T-001710,R-0550,2025-11-14,Technical,33.0,5
T-001711,R-0550,2026-01-29,Onboarding,1.2,3
T-001712,R-0550,2026-03-23,Onboarding,16.4,2
T-001713,R-0550,2026-03-20,Technical,24.5,5
T-001714,R-0550,2026-05-31,Onboarding,5.8,3
T-001715,R-0550,2026-05-19,Onboarding,7.6,4
T-001716,R-0550,2026-06-17,Technical,1.5,4
T-001717,R-0550,2026-06-02,Billing,25.2,4
T-001718,R-0550,2026-06-03,Payments,13.3,4
T-001719,R-0550,2026-07-20,Payments,5.3,5
T-001720,R-0551,2025-11-10,Technical,5.6,4
T-001721,R-0551,2026-01-15,Billing,8.1,5
T-001722,R-0551,2026-01-03,Technical,3.2,4
T-001723,R-0551,2026-04-12,Menu,13.9,5
T-001724,R-0551,2026-07-20,Technical,11.8,5
T-001725,R-0551,2026-07-22,Billing,9.6,5
T-001726,R-0551,2026-08-11,Menu,16.0,5
T-001727,R-0553,2025-05-22,Menu,4.2,2
T-001728,R-0553,2025-07-24,Onboarding,5.5,2
T-001729,R-0553,2025-08-03,Billing,21.3,4
T-001730,R-0553,2025-09-19,Menu,5.1,3
T-001731,R-0553,2025-10-06,Onboarding,9.5,3
T-001732,R-0553,2025-11-04,Technical,21.2,4
T-001733,R-0553,2025-12-30,Technical,7.8,4
T-001734,R-0553,2026-04-14,Payments,12.4,4
T-001735,R-0553,2026-04-09,Menu,6.2,1
T-001736,R-0553,2026-04-23,Onboarding,6.1,1
T-001737,R-0554,2026-01-30,Menu,15.2,3
T-001738,R-0555,2026-04-11,Menu,8.2,3
T-001739,R-0557,2026-07-31,Onboarding,4.7,2
T-001740,R-0557,2026-08-26,Technical,14.5,4
T-001741,R-0558,2026-07-27,Technical,4.4,4
T-001742,R-0558,2026-08-26,Technical,7.2,4
T-001743,R-0560,2025-08-24,Technical,14.1,5
T-001744,R-0560,2025-12-25,Menu,2.0,2
T-001745,R-0560,2026-01-10,Billing,8.3,5
T-001746,R-0561,2026-06-23,Technical,7.3,5
T-001747,R-0561,2026-06-22,Onboarding,29.6,4
T-001748,R-0562,2026-06-28,Technical,8.9,5
T-001749,R-0562,2026-07-18,Billing,10.8,4
T-001750,R-0562,2026-08-02,Billing,12.2,5
T-001751,R-0562,2026-08-15,Onboarding,10.5,4
T-001752,R-0563,2025-04-29,Billing,30.3,5
T-001753,R-0563,2025-04-19,Onboarding,12.4,4
T-001754,R-0563,2025-05-13,Onboarding,8.4,4
T-001755,R-0563,2025-05-06,Technical,5.7,4
T-001756,R-0563,2025-06-18,Technical,28.8,2
T-001757,R-0563,2025-06-19,Billing,14.9,4
T-001758,R-0564,2026-06-22,Billing,18.1,5
T-001759,R-0564,2026-07-09,Billing,7.7,5
T-001760,R-0564,2026-08-18,Payments,10.8,5
T-001761,R-0564,2026-08-20,Billing,4.5,5
T-001762,R-0565,2026-06-23,Billing,15.6,3
T-001763,R-0565,2026-06-29,Billing,7.5,4
T-001764,R-0565,2026-08-21,Technical,8.6,4
T-001765,R-0566,2025-11-30,Payments,6.2,3
T-001766,R-0568,2025-08-13,Technical,11.9,4
T-001767,R-0568,2026-03-22,Technical,11.8,4
T-001768,R-0568,2026-04-10,Payments,40.2,4
T-001769,R-0568,2026-07-23,Technical,9.4,3
T-001770,R-0568,2026-08-06,Technical,6.4,4
T-001771,R-0569,2026-07-04,Payments,6.7,4
T-001772,R-0570,2025-01-16,Onboarding,3.1,5
T-001773,R-0571,2026-08-31,Billing,2.7,4
T-001774,R-0572,2025-10-23,Onboarding,6.2,5
T-001775,R-0572,2025-10-26,Technical,6.1,4
T-001776,R-0572,2025-12-09,Technical,7.3,4
T-001777,R-0572,2026-01-30,Billing,3.9,4
T-001778,R-0572,2026-01-14,Onboarding,16.6,3
T-001779,R-0572,2026-01-15,Billing,7.7,5
T-001780,R-0572,2026-01-07,Onboarding,10.9,2
T-001781,R-0573,2026-05-28,Menu,24.9,5
T-001782,R-0573,2026-05-28,Payments,16.6,4
T-001783,R-0573,2026-05-26,Technical,24.4,4
T-001784,R-0573,2026-06-09,Payments,32.6,5
T-001785,R-0573,2026-06-10,Technical,10.7,3
T-001786,R-0573,2026-06-17,Onboarding,9.2,4
T-001787,R-0573,2026-06-28,Onboarding,10.4,3
T-001788,R-0573,2026-07-11,Technical,8.1,3
T-001789,R-0573,2026-07-18,Onboarding,12.6,3
T-001790,R-0573,2026-08-31,Onboarding,5.5,5
T-001791,R-0573,2026-08-07,Onboarding,5.7,5
T-001792,R-0573,2026-08-24,Billing,3.6,3
T-001793,R-0573,2026-08-29,Onboarding,1.6,3
T-001794,R-0573,2026-08-11,Menu,6.3,4
T-001795,R-0574,2026-07-31,Onboarding,12.6,5
T-001796,R-0576,2026-03-19,Billing,3.6,5
T-001797,R-0576,2026-04-02,Onboarding,1.4,4
T-001798,R-0577,2025-09-22,Onboarding,6.9,4
T-001799,R-0577,2025-09-22,Onboarding,3.8,3
T-001800,R-0577,2026-01-10,Technical,20.8,3
T-001801,R-0577,2026-02-07,Billing,9.9,5
T-001802,R-0577,2026-03-07,Billing,9.8,4
T-001803,R-0577,2026-05-08,Onboarding,8.5,3
T-001804,R-0578,2026-03-29,Billing,6.7,1
T-001805,R-0579,2025-10-25,Menu,14.2,4
T-001806,R-0580,2025-08-01,Technical,12.7,4
T-001807,R-0580,2025-10-01,Technical,26.5,4
T-001808,R-0580,2025-11-25,Onboarding,9.2,4
T-001809,R-0581,2025-11-20,Technical,4.6,5
T-001810,R-0581,2025-12-29,Technical,25.3,5
T-001811,R-0581,2025-12-21,Technical,28.1,5
T-001812,R-0581,2025-12-14,Onboarding,15.6,5
T-001813,R-0581,2026-03-15,Technical,5.5,4
T-001814,R-0582,2026-08-01,Technical,8.0,4
T-001815,R-0585,2025-08-30,Billing,42.8,4
T-001816,R-0585,2025-10-08,Technical,5.0,3
T-001817,R-0585,2025-11-08,Technical,1.8,4
T-001818,R-0585,2025-12-16,Payments,13.3,4
T-001819,R-0585,2025-12-27,Onboarding,4.0,3
T-001820,R-0585,2026-01-11,Onboarding,8.6,5
T-001821,R-0585,2026-01-05,Menu,19.2,2
T-001822,R-0585,2026-05-15,Onboarding,4.5,4
T-001823,R-0586,2025-07-14,Technical,6.2,4
T-001824,R-0586,2025-08-17,Payments,4.9,5
T-001825,R-0586,2025-11-10,Billing,14.1,4
T-001826,R-0586,2025-12-26,Onboarding,8.0,4
T-001827,R-0586,2026-01-03,Technical,19.6,4
T-001828,R-0586,2026-01-16,Onboarding,9.5,3
T-001829,R-0586,2026-02-13,Technical,3.7,5
T-001830,R-0586,2026-06-29,Billing,19.6,5
T-001831,R-0586,2026-08-12,Technical,6.7,5
T-001832,R-0588,2026-02-27,Billing,14.8,4
T-001833,R-0588,2026-02-28,Payments,7.4,5
T-001834,R-0588,2026-02-28,Menu,2.7,4
T-001835,R-0588,2026-02-27,Technical,13.7,2
T-001836,R-0588,2026-03-01,Technical,24.5,5
T-001837,R-0588,2026-08-11,Billing,9.4,5
T-001838,R-0588,2026-08-24,Technical,10.0,2
T-001839,R-0588,2026-08-28,Onboarding,26.7,4
T-001840,R-0589,2025-05-31,Technical,20.7,5
T-001841,R-0589,2025-10-21,Onboarding,11.0,5
T-001842,R-0589,2025-11-24,Billing,23.7,5
T-001843,R-0589,2026-02-20,Billing,6.6,1
T-001844,R-0589,2026-02-26,Onboarding,8.5,3
T-001845,R-0589,2026-08-21,Menu,15.7,1
T-001846,R-0590,2026-02-27,Payments,4.6,4
T-001847,R-0590,2026-07-20,Menu,11.3,2
T-001848,R-0591,2026-08-12,Onboarding,3.9,3
T-001849,R-0592,2026-05-03,Billing,11.4,3
T-001850,R-0594,2025-06-01,Technical,7.5,5
T-001851,R-0594,2025-07-09,Onboarding,17.0,3
T-001852,R-0594,2025-09-12,Payments,2.2,4
T-001853,R-0594,2025-12-05,Menu,2.6,4
T-001854,R-0594,2026-01-05,Payments,25.2,5
T-001855,R-0594,2026-02-25,Technical,3.1,5
T-001856,R-0594,2026-04-01,Technical,29.9,5
T-001857,R-0594,2026-05-10,Payments,3.4,4
T-001858,R-0595,2025-12-23,Technical,13.4,4
T-001859,R-0595,2025-12-25,Billing,10.5,4
T-001860,R-0595,2025-12-22,Payments,7.8,3
T-001861,R-0595,2025-12-31,Technical,1.2,5
T-001862,R-0595,2026-01-10,Menu,8.5,4
T-001863,R-0596,2026-05-28,Technical,21.3,3
T-001864,R-0599,2026-08-31,Technical,11.1,3
T-001865,R-0599,2026-08-31,Menu,2.5,4
T-001866,R-0599,2026-08-31,Billing,17.2,5
